mes,anio_base,tipo_pasajero,tipo_pasajero_visual,origen,destino,viajes_observados,viajes_tipo_mes,participacion_od_tipo_mes
7,2024,normal,Normal,PUA,L. Centro,38.0,22009.0,0.001726566404652642
7,2024,normal,Normal,PUA,Lautaro,45.0,22009.0,0.0020446181107728655
7,2024,normal,Normal,PUA,Perquenco,28.0,22009.0,0.0012722068244808943
7,2024,normal,Normal,PUA,Pillanlelbun,10.0,22009.0,0.00045435958017174793
7,2024,normal,Normal,PUA,Quillem,1.0,22009.0,4.5435958017174794e-05
7,2024,normal,Normal,PUA,Temuco,454.0,22009.0,0.020627924939797357
7,2024,normal,Normal,PUA,Victoria,267.0,22009.0,0.01213140079058567
7,2024,normal,Normal,Perquenco,Cajon,67.0,22009.0,0.003044209187150711
7,2024,normal,Normal,Perquenco,L. Centro,515.0,22009.0,0.02339951837884502
7,2024,normal,Normal,Perquenco,Lautaro,193.0,22009.0,0.008769139897314735
7,2024,normal,Normal,Perquenco,PUA,54.0,22009.0,0.002453541732927439
7,2024,normal,Normal,Perquenco,Pillanlelbun,45.0,22009.0,0.0020446181107728655
7,2024,normal,Normal,Perquenco,Quillem,34.0,22009.0,0.0015448225725839429
7,2024,normal,Normal,Perquenco,Temuco,1548.0,22009.0,0.07033486301058658
7,2024,normal,Normal,Perquenco,Victoria,169.0,22009.0,0.00767867690490254
7,2024,normal,Normal,Pillanlelbun,Cajon,38.0,22009.0,0.001726566404652642
7,2024,normal,Normal,Pillanlelbun,L. Centro,238.0,22009.0,0.0108137580080876
7,2024,normal,Normal,Pillanlelbun,Lautaro,59.0,22009.0,0.002680721523013313
7,2024,normal,Normal,Pillanlelbun,PUA,13.0,22009.0,0.0005906674542232723
7,2024,normal,Normal,Pillanlelbun,Perquenco,76.0,22009.0,0.003453132809305284
7,2024,normal,Normal,Pillanlelbun,Quillem,12.0,22009.0,0.0005452314962060976
7,2024,normal,Normal,Pillanlelbun,Temuco,660.0,22009.0,0.02998773229133536
7,2024,normal,Normal,Pillanlelbun,Victoria,51.0,22009.0,0.0023172338588759145
7,2024,normal,Normal,Pitrufquén,Freire,27.0,22009.0,0.0012267708664637194
7,2024,normal,Normal,Pitrufquén,PLC,133.0,22009.0,0.006042982416284247
7,2024,normal,Normal,Pitrufquén,Quepe,68.0,22009.0,0.0030896451451678858
7,2024,normal,Normal,Pitrufquén,Temuco,907.0,22009.0,0.04121041392157754
7,2024,normal,Normal,Quepe,Freire,20.0,22009.0,0.0009087191603434959
7,2024,normal,Normal,Quepe,PLC,42.0,22009.0,0.0019083102367213412
7,2024,normal,Normal,Quepe,Pitrufquén,80.0,22009.0,0.0036348766413739834
7,2024,normal,Normal,Quepe,Temuco,233.0,22009.0,0.010586578218001727
7,2024,normal,Normal,Quillem,L. Centro,44.0,22009.0,0.001999182152755691
7,2024,normal,Normal,Quillem,Lautaro,39.0,22009.0,0.0017720023626698169
7,2024,normal,Normal,Quillem,PUA,3.0,22009.0,0.0001363078740515244
7,2024,normal,Normal,Quillem,Perquenco,43.0,22009.0,0.0019537461947385162
7,2024,normal,Normal,Quillem,Pillanlelbun,10.0,22009.0,0.00045435958017174793
7,2024,normal,Normal,Quillem,Temuco,117.0,22009.0,0.005316007088009451
7,2024,normal,Normal,Quillem,Victoria,6.0,22009.0,0.0002726157481030488
7,2024,normal,Normal,Temuco,Cajon,117.0,22009.0,0.005316007088009451
7,2024,normal,Normal,Temuco,Freire,287.0,22009.0,0.013040119950929165
7,2024,normal,Normal,Temuco,L. Centro,1223.0,22009.0,0.05556817665500477
7,2024,normal,Normal,Temuco,Lautaro,879.0,22009.0,0.03993820709709664
7,2024,normal,Normal,Temuco,PLC,101.0,22009.0,0.004589031759734654
7,2024,normal,Normal,Temuco,PUA,338.0,22009.0,0.01535735380980508
7,2024,normal,Normal,Temuco,Perquenco,923.0,22009.0,0.04193738924985233
7,2024,normal,Normal,Temuco,Pillanlelbun,504.0,22009.0,0.022899722840656094
7,2024,normal,Normal,Temuco,Pitrufquén,1035.0,22009.0,0.04702621654777591
7,2024,normal,Normal,Temuco,Quepe,231.0,22009.0,0.010495706301967377
7,2024,normal,Normal,Temuco,Quillem,95.0,22009.0,0.004316416011631605
7,2024,normal,Normal,Temuco,Victoria,782.0,22009.0,0.035530919169430686
7,2024,normal,Normal,Victoria,Cajon,50.0,22009.0,0.0022717979008587395
7,2024,normal,Normal,Victoria,L. Centro,302.0,22009.0,0.013721659321186788
7,2024,normal,Normal,Victoria,Lautaro,101.0,22009.0,0.004589031759734654
7,2024,normal,Normal,Victoria,PUA,128.0,22009.0,0.005815802626198374
7,2024,normal,Normal,Victoria,Perquenco,298.0,22009.0,0.013539915489118088
7,2024,normal,Normal,Victoria,Pillanlelbun,26.0,22009.0,0.0011813349084465446
7,2024,normal,Normal,Victoria,Quillem,7.0,22009.0,0.00031805170612022357
7,2024,normal,Normal,Victoria,Temuco,1687.0,22009.0,0.07665046117497387
7,2024,sindicato,Sindicato,Cajon,Temuco,1.0,10.0,0.1
7,2024,sindicato,Sindicato,Lautaro,Temuco,1.0,10.0,0.1
7,2024,sindicato,Sindicato,Pillanlelbun,Temuco,1.0,10.0,0.1
7,2024,sindicato,Sindicato,Temuco,Pillanlelbun,1.0,10.0,0.1
7,2024,sindicato,Sindicato,Temuco,Pitrufquén,3.0,10.0,0.3
7,2024,sindicato,Sindicato,Victoria,Temuco,3.0,10.0,0.3
8,2024,adulto_mayor,Adulto Mayor,Cajon,L. Centro,11.0,3291.0,0.003342449103615922
8,2024,adulto_mayor,Adulto Mayor,Cajon,Lautaro,3.0,3291.0,0.0009115770282588879
8,2024,adulto_mayor,Adulto Mayor,Cajon,Perquenco,2.0,3291.0,0.0006077180188392585
8,2024,adulto_mayor,Adulto Mayor,Cajon,Temuco,21.0,3291.0,0.006381039197812215
8,2024,adulto_mayor,Adulto Mayor,Cajon,Victoria,7.0,3291.0,0.002127013065937405
8,2024,adulto_mayor,Adulto Mayor,Freire,PLC,3.0,3291.0,0.0009115770282588879
8,2024,adulto_mayor,Adulto Mayor,Freire,Pitrufquén,2.0,3291.0,0.0006077180188392585
8,2024,adulto_mayor,Adulto Mayor,Freire,Quepe,1.0,3291.0,0.00030385900941962927
8,2024,adulto_mayor,Adulto Mayor,Freire,Temuco,86.0,3291.0,0.026131874810088117
8,2024,adulto_mayor,Adulto Mayor,L. Centro,Cajon,8.0,3291.0,0.002430872075357034
8,2024,adulto_mayor,Adulto Mayor,L. Centro,Perquenco,20.0,3291.0,0.006077180188392586
8,2024,adulto_mayor,Adulto Mayor,L. Centro,Pillanlelbun,54.0,3291.0,0.016408386508659983
8,2024,adulto_mayor,Adulto Mayor,L. Centro,Quillem,16.0,3291.0,0.004861744150714068
8,2024,adulto_mayor,Adulto Mayor,L. Centro,Temuco,200.0,3291.0,0.060771801883925856
8,2024,adulto_mayor,Adulto Mayor,L. Centro,Victoria,19.0,3291.0,0.005773321178972957
8,2024,adulto_mayor,Adulto Mayor,Lautaro,Cajon,10.0,3291.0,0.003038590094196293
8,2024,adulto_mayor,Adulto Mayor,Lautaro,PUA,11.0,3291.0,0.003342449103615922
8,2024,adulto_mayor,Adulto Mayor,Lautaro,Perquenco,30.0,3291.0,0.009115770282588878
8,2024,adulto_mayor,Adulto Mayor,Lautaro,Pillanlelbun,17.0,3291.0,0.005165603160133698
8,2024,adulto_mayor,Adulto Mayor,Lautaro,Quillem,14.0,3291.0,0.00425402613187481
8,2024,adulto_mayor,Adulto Mayor,Lautaro,Temuco,264.0,3291.0,0.08021877848678213
8,2024,adulto_mayor,Adulto Mayor,Lautaro,Victoria,32.0,3291.0,0.009723488301428137
8,2024,adulto_mayor,Adulto Mayor,PLC,Freire,3.0,3291.0,0.0009115770282588879
8,2024,adulto_mayor,Adulto Mayor,PLC,Pitrufquén,34.0,3291.0,0.010331206320267397
8,2024,adulto_mayor,Adulto Mayor,PLC,Temuco,23.0,3291.0,0.006988757216651474
8,2024,adulto_mayor,Adulto Mayor,PUA,L. Centro,2.0,3291.0,0.0006077180188392585
8,2024,adulto_mayor,Adulto Mayor,PUA,Lautaro,12.0,3291.0,0.0036463081130355514
8,2024,adulto_mayor,Adulto Mayor,PUA,Perquenco,10.0,3291.0,0.003038590094196293
8,2024,adulto_mayor,Adulto Mayor,PUA,Pillanlelbun,3.0,3291.0,0.0009115770282588879
8,2024,adulto_mayor,Adulto Mayor,PUA,Quillem,1.0,3291.0,0.00030385900941962927
8,2024,adulto_mayor,Adulto Mayor,PUA,Temuco,96.0,3291.0,0.02917046490428441
8,2024,adulto_mayor,Adulto Mayor,PUA,Victoria,97.0,3291.0,0.02947432391370404
8,2024,adulto_mayor,Adulto Mayor,Perquenco,Cajon,6.0,3291.0,0.0018231540565177757
8,2024,adulto_mayor,Adulto Mayor,Perquenco,L. Centro,78.0,3291.0,0.023701002734731084
8,2024,adulto_mayor,Adulto Mayor,Perquenco,Lautaro,87.0,3291.0,0.02643573381950775
8,2024,adulto_mayor,Adulto Mayor,Perquenco,PUA,7.0,3291.0,0.002127013065937405
8,2024,adulto_mayor,Adulto Mayor,Perquenco,Pillanlelbun,7.0,3291.0,0.002127013065937405
8,2024,adulto_mayor,Adulto Mayor,Perquenco,Pitrufquén,1.0,3291.0,0.00030385900941962927
8,2024,adulto_mayor,Adulto Mayor,Perquenco,Quillem,10.0,3291.0,0.003038590094196293
8,2024,adulto_mayor,Adulto Mayor,Perquenco,Temuco,237.0,3291.0,0.07201458523245215
8,2024,adulto_mayor,Adulto Mayor,Perquenco,Victoria,37.0,3291.0,0.011242783348526283
8,2024,adulto_mayor,Adulto Mayor,Pillanlelbun,L. Centro,57.0,3291.0,0.01731996353691887
8,2024,adulto_mayor,Adulto Mayor,Pillanlelbun,Lautaro,23.0,3291.0,0.006988757216651474
8,2024,adulto_mayor,Adulto Mayor,Pillanlelbun,PUA,4.0,3291.0,0.001215436037678517
8,2024,adulto_mayor,Adulto Mayor,Pillanlelbun,Perquenco,12.0,3291.0,0.0036463081130355514
8,2024,adulto_mayor,Adulto Mayor,Pillanlelbun,Quillem,1.0,3291.0,0.00030385900941962927
8,2024,adulto_mayor,Adulto Mayor,Pillanlelbun,Temuco,107.0,3291.0,0.03251291400790034
8,2024,adulto_mayor,Adulto Mayor,Pillanlelbun,Victoria,2.0,3291.0,0.0006077180188392585
8,2024,adulto_mayor,Adulto Mayor,Pitrufquén,Freire,10.0,3291.0,0.003038590094196293
8,2024,adulto_mayor,Adulto Mayor,Pitrufquén,PLC,10.0,3291.0,0.003038590094196293
8,2024,adulto_mayor,Adulto Mayor,Pitrufquén,Quepe,5.0,3291.0,0.0015192950470981465
8,2024,adulto_mayor,Adulto Mayor,Pitrufquén,Temuco,86.0,3291.0,0.026131874810088117
8,2024,adulto_mayor,Adulto Mayor,Quepe,Freire,1.0,3291.0,0.00030385900941962927
8,2024,adulto_mayor,Adulto Mayor,Quepe,Pitrufquén,7.0,3291.0,0.002127013065937405
8,2024,adulto_mayor,Adulto Mayor,Quepe,Temuco,16.0,3291.0,0.004861744150714068
8,2024,adulto_mayor,Adulto Mayor,Quillem,L. Centro,14.0,3291.0,0.00425402613187481
8,2024,adulto_mayor,Adulto Mayor,Quillem,Lautaro,22.0,3291.0,0.006684898207231844
8,2024,adulto_mayor,Adulto Mayor,Quillem,PUA,1.0,3291.0,0.00030385900941962927
8,2024,adulto_mayor,Adulto Mayor,Quillem,Perquenco,10.0,3291.0,0.003038590094196293
8,2024,adulto_mayor,Adulto Mayor,Quillem,Temuco,7.0,3291.0,0.002127013065937405
8,2024,adulto_mayor,Adulto Mayor,Quillem,Victoria,3.0,3291.0,0.0009115770282588879
8,2024,adulto_mayor,Adulto Mayor,Temuco,Cajon,2.0,3291.0,0.0006077180188392585
8,2024,adulto_mayor,Adulto Mayor,Temuco,Freire,68.0,3291.0,0.020662412640534793
8,2024,adulto_mayor,Adulto Mayor,Temuco,L. Centro,176.0,3291.0,0.053479185657854755
8,2024,adulto_mayor,Adulto Mayor,Temuco,Lautaro,117.0,3291.0,0.03555150410209663
8,2024,adulto_mayor,Adulto Mayor,Temuco,PLC,6.0,3291.0,0.0018231540565177757
8,2024,adulto_mayor,Adulto Mayor,Temuco,PUA,114.0,3291.0,0.03463992707383774
8,2024,adulto_mayor,Adulto Mayor,Temuco,Perquenco,134.0,3291.0,0.04071710726223032
8,2024,adulto_mayor,Adulto Mayor,Temuco,Pillanlelbun,69.0,3291.0,0.020966271649954422
8,2024,adulto_mayor,Adulto Mayor,Temuco,Pitrufquén,114.0,3291.0,0.03463992707383774
8,2024,adulto_mayor,Adulto Mayor,Temuco,Quepe,8.0,3291.0,0.002430872075357034
8,2024,adulto_mayor,Adulto Mayor,Temuco,Quillem,4.0,3291.0,0.001215436037678517
8,2024,adulto_mayor,Adulto Mayor,Temuco,Victoria,91.0,3291.0,0.027651169857186266
8,2024,adulto_mayor,Adulto Mayor,Victoria,Cajon,6.0,3291.0,0.0018231540565177757
8,2024,adulto_mayor,Adulto Mayor,Victoria,L. Centro,16.0,3291.0,0.004861744150714068
8,2024,adulto_mayor,Adulto Mayor,Victoria,Lautaro,14.0,3291.0,0.00425402613187481
8,2024,adulto_mayor,Adulto Mayor,Victoria,PUA,48.0,3291.0,0.014585232452142206
8,2024,adulto_mayor,Adulto Mayor,Victoria,Perquenco,26.0,3291.0,0.007900334244910361
8,2024,adulto_mayor,Adulto Mayor,Victoria,Pillanlelbun,3.0,3291.0,0.0009115770282588879
8,2024,adulto_mayor,Adulto Mayor,Victoria,Quillem,1.0,3291.0,0.00030385900941962927
8,2024,adulto_mayor,Adulto Mayor,Victoria,Temuco,294.0,3291.0,0.08933454876937101
8,2024,claret,Claret,Coleg. Claret,Temuco,2976.0,5943.0,0.5007571933366987
8,2024,claret,Claret,Temuco,Coleg. Claret,2967.0,5943.0,0.49924280666330134
8,2024,discapacitado,Discapacitado,Cajon,L. Centro,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,Cajon,Pillanlelbun,3.0,862.0,0.0034802784222737818
8,2024,discapacitado,Discapacitado,Cajon,Temuco,10.0,862.0,0.01160092807424594
8,2024,discapacitado,Discapacitado,Cajon,Victoria,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,Freire,Pitrufquén,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,Freire,Temuco,8.0,862.0,0.009280742459396751
8,2024,discapacitado,Discapacitado,L. Centro,Perquenco,6.0,862.0,0.0069605568445475635
8,2024,discapacitado,Discapacitado,L. Centro,Pillanlelbun,5.0,862.0,0.00580046403712297
8,2024,discapacitado,Discapacitado,L. Centro,Quillem,2.0,862.0,0.002320185614849188
8,2024,discapacitado,Discapacitado,L. Centro,Temuco,57.0,862.0,0.06612529002320186
8,2024,discapacitado,Discapacitado,L. Centro,Victoria,2.0,862.0,0.002320185614849188
8,2024,discapacitado,Discapacitado,Lautaro,PUA,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,Lautaro,Perquenco,13.0,862.0,0.015081206496519721
8,2024,discapacitado,Discapacitado,Lautaro,Pillanlelbun,3.0,862.0,0.0034802784222737818
8,2024,discapacitado,Discapacitado,Lautaro,Quillem,2.0,862.0,0.002320185614849188
8,2024,discapacitado,Discapacitado,Lautaro,Temuco,75.0,862.0,0.08700696055684455
8,2024,discapacitado,Discapacitado,Lautaro,Victoria,6.0,862.0,0.0069605568445475635
8,2024,discapacitado,Discapacitado,PLC,Freire,2.0,862.0,0.002320185614849188
8,2024,discapacitado,Discapacitado,PLC,Pitrufquén,3.0,862.0,0.0034802784222737818
8,2024,discapacitado,Discapacitado,PLC,Quepe,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,PLC,Temuco,7.0,862.0,0.008120649651972157
8,2024,discapacitado,Discapacitado,PUA,Perquenco,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,PUA,Temuco,10.0,862.0,0.01160092807424594
8,2024,discapacitado,Discapacitado,PUA,Victoria,10.0,862.0,0.01160092807424594
8,2024,discapacitado,Discapacitado,Perquenco,L. Centro,37.0,862.0,0.042923433874709975
8,2024,discapacitado,Discapacitado,Perquenco,Lautaro,17.0,862.0,0.019721577726218097
8,2024,discapacitado,Discapacitado,Perquenco,PUA,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,Perquenco,Pillanlelbun,3.0,862.0,0.0034802784222737818
8,2024,discapacitado,Discapacitado,Perquenco,Temuco,92.0,862.0,0.10672853828306264
8,2024,discapacitado,Discapacitado,Perquenco,Victoria,10.0,862.0,0.01160092807424594
8,2024,discapacitado,Discapacitado,Pillanlelbun,L. Centro,9.0,862.0,0.010440835266821345
8,2024,discapacitado,Discapacitado,Pillanlelbun,Lautaro,2.0,862.0,0.002320185614849188
8,2024,discapacitado,Discapacitado,Pillanlelbun,Temuco,16.0,862.0,0.018561484918793503
8,2024,discapacitado,Discapacitado,Pillanlelbun,Victoria,2.0,862.0,0.002320185614849188
8,2024,discapacitado,Discapacitado,Pitrufquén,Freire,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,Pitrufquén,PLC,3.0,862.0,0.0034802784222737818
8,2024,discapacitado,Discapacitado,Pitrufquén,Perquenco,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,Pitrufquén,Quepe,5.0,862.0,0.00580046403712297
8,2024,discapacitado,Discapacitado,Pitrufquén,Temuco,38.0,862.0,0.04408352668213457
8,2024,discapacitado,Discapacitado,Quepe,PLC,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,Quepe,Pitrufquén,3.0,862.0,0.0034802784222737818
8,2024,discapacitado,Discapacitado,Quepe,Temuco,3.0,862.0,0.0034802784222737818
8,2024,discapacitado,Discapacitado,Quillem,Perquenco,2.0,862.0,0.002320185614849188
8,2024,discapacitado,Discapacitado,Quillem,Temuco,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,Temuco,Cajon,8.0,862.0,0.009280742459396751
8,2024,discapacitado,Discapacitado,Temuco,Freire,11.0,862.0,0.012761020881670533
8,2024,discapacitado,Discapacitado,Temuco,L. Centro,62.0,862.0,0.07192575406032482
8,2024,discapacitado,Discapacitado,Temuco,Lautaro,31.0,862.0,0.03596287703016241
8,2024,discapacitado,Discapacitado,Temuco,PLC,21.0,862.0,0.024361948955916472
8,2024,discapacitado,Discapacitado,Temuco,PUA,7.0,862.0,0.008120649651972157
8,2024,discapacitado,Discapacitado,Temuco,Perquenco,59.0,862.0,0.06844547563805105
8,2024,discapacitado,Discapacitado,Temuco,Pillanlelbun,10.0,862.0,0.01160092807424594
8,2024,discapacitado,Discapacitado,Temuco,Pitrufquén,48.0,862.0,0.05568445475638051
8,2024,discapacitado,Discapacitado,Temuco,Quepe,2.0,862.0,0.002320185614849188
8,2024,discapacitado,Discapacitado,Temuco,Victoria,40.0,862.0,0.04640371229698376
8,2024,discapacitado,Discapacitado,Victoria,Cajon,1.0,862.0,0.001160092807424594
8,2024,discapacitado,Discapacitado,Victoria,L. Centro,4.0,862.0,0.004640371229698376
8,2024,discapacitado,Discapacitado,Victoria,Lautaro,3.0,862.0,0.0034802784222737818
8,2024,discapacitado,Discapacitado,Victoria,PUA,2.0,862.0,0.002320185614849188
8,2024,discapacitado,Discapacitado,Victoria,Perquenco,2.0,862.0,0.002320185614849188
8,2024,discapacitado,Discapacitado,Victoria,Pillanlelbun,16.0,862.0,0.018561484918793503
8,2024,discapacitado,Discapacitado,Victoria,Temuco,58.0,862.0,0.06728538283062645
8,2024,estudiante,Estudiante,Cajon,L. Centro,27.0,15551.0,0.0017362227509484921
8,2024,estudiante,Estudiante,Cajon,Lautaro,10.0,15551.0,0.0006430454633142563
8,2024,estudiante,Estudiante,Cajon,Perquenco,9.0,15551.0,0.0005787409169828307
8,2024,estudiante,Estudiante,Cajon,Pillanlelbun,8.0,15551.0,0.000514436370651405
8,2024,estudiante,Estudiante,Cajon,Temuco,59.0,15551.0,0.0037939682335541122
8,2024,estudiante,Estudiante,Cajon,Victoria,5.0,15551.0,0.00032152273165712814
8,2024,estudiante,Estudiante,Coleg. Claret,Temuco,3568.0,15551.0,0.22943862131052664
8,2024,estudiante,Estudiante,Freire,PLC,3.0,15551.0,0.00019291363899427689
8,2024,estudiante,Estudiante,Freire,Pitrufquén,22.0,15551.0,0.001414700019291364
8,2024,estudiante,Estudiante,Freire,Quepe,2.0,15551.0,0.00012860909266285126
8,2024,estudiante,Estudiante,Freire,Temuco,308.0,15551.0,0.019805800270079093
8,2024,estudiante,Estudiante,L. Centro,Cajon,30.0,15551.0,0.001929136389942769
8,2024,estudiante,Estudiante,L. Centro,PUA,6.0,15551.0,0.00038582727798855377
8,2024,estudiante,Estudiante,L. Centro,Perquenco,62.0,15551.0,0.003986881872548389
8,2024,estudiante,Estudiante,L. Centro,Pillanlelbun,96.0,15551.0,0.00617323644781686
8,2024,estudiante,Estudiante,L. Centro,Quillem,10.0,15551.0,0.0006430454633142563
8,2024,estudiante,Estudiante,L. Centro,Temuco,703.0,15551.0,0.04520609607099222
8,2024,estudiante,Estudiante,L. Centro,Victoria,39.0,15551.0,0.0025078773069255995
8,2024,estudiante,Estudiante,Lautaro,Cajon,34.0,15551.0,0.0021863545752684715
8,2024,estudiante,Estudiante,Lautaro,L. Centro,2.0,15551.0,0.00012860909266285126
8,2024,estudiante,Estudiante,Lautaro,PUA,11.0,15551.0,0.000707350009645682
8,2024,estudiante,Estudiante,Lautaro,Perquenco,84.0,15551.0,0.005401581891839753
8,2024,estudiante,Estudiante,Lautaro,Pillanlelbun,379.0,15551.0,0.024371423059610313
8,2024,estudiante,Estudiante,Lautaro,Quillem,23.0,15551.0,0.0014790045656227896
8,2024,estudiante,Estudiante,Lautaro,Temuco,847.0,15551.0,0.05446595074271751
8,2024,estudiante,Estudiante,Lautaro,Victoria,31.0,15551.0,0.0019934409362741944
8,2024,estudiante,Estudiante,PLC,Freire,20.0,15551.0,0.0012860909266285126
8,2024,estudiante,Estudiante,PLC,Pitrufquén,18.0,15551.0,0.0011574818339656614
8,2024,estudiante,Estudiante,PLC,Quepe,14.0,15551.0,0.0009002636486399588
8,2024,estudiante,Estudiante,PLC,Temuco,317.0,15551.0,0.020384541187061924
8,2024,estudiante,Estudiante,PUA,Cajon,5.0,15551.0,0.00032152273165712814
8,2024,estudiante,Estudiante,PUA,L. Centro,4.0,15551.0,0.0002572181853257025
8,2024,estudiante,Estudiante,PUA,Lautaro,14.0,15551.0,0.0009002636486399588
8,2024,estudiante,Estudiante,PUA,Perquenco,4.0,15551.0,0.0002572181853257025
8,2024,estudiante,Estudiante,PUA,Pillanlelbun,2.0,15551.0,0.00012860909266285126
8,2024,estudiante,Estudiante,PUA,Quillem,1.0,15551.0,6.430454633142563e-05
8,2024,estudiante,Estudiante,PUA,Temuco,188.0,15551.0,0.012089254710308018
8,2024,estudiante,Estudiante,PUA,Victoria,24.0,15551.0,0.001543309111954215
8,2024,estudiante,Estudiante,Perquenco,Cajon,18.0,15551.0,0.0011574818339656614
8,2024,estudiante,Estudiante,Perquenco,L. Centro,123.0,15551.0,0.007909459198765352
8,2024,estudiante,Estudiante,Perquenco,Lautaro,85.0,15551.0,0.005465886438171179
8,2024,estudiante,Estudiante,Perquenco,PUA,16.0,15551.0,0.00102887274130281
8,2024,estudiante,Estudiante,Perquenco,Pillanlelbun,5.0,15551.0,0.00032152273165712814
8,2024,estudiante,Estudiante,Perquenco,Quillem,12.0,15551.0,0.0007716545559771075
8,2024,estudiante,Estudiante,Perquenco,Temuco,709.0,15551.0,0.045591923348980774
8,2024,estudiante,Estudiante,Perquenco,Victoria,12.0,15551.0,0.0007716545559771075
8,2024,estudiante,Estudiante,Pillanlelbun,Cajon,78.0,15551.0,0.005015754613851199
8,2024,estudiante,Estudiante,Pillanlelbun,L. Centro,52.0,15551.0,0.003343836409234133
8,2024,estudiante,Estudiante,Pillanlelbun,Lautaro,13.0,15551.0,0.0008359591023085332
8,2024,estudiante,Estudiante,Pillanlelbun,PUA,2.0,15551.0,0.00012860909266285126
8,2024,estudiante,Estudiante,Pillanlelbun,Perquenco,7.0,15551.0,0.0004501318243199794
8,2024,estudiante,Estudiante,Pillanlelbun,Temuco,272.0,15551.0,0.017490836602147772
8,2024,estudiante,Estudiante,Pillanlelbun,Victoria,5.0,15551.0,0.00032152273165712814
8,2024,estudiante,Estudiante,Pitrufquén,Freire,24.0,15551.0,0.001543309111954215
8,2024,estudiante,Estudiante,Pitrufquén,PLC,36.0,15551.0,0.002314963667931323
8,2024,estudiante,Estudiante,Pitrufquén,Pillanlelbun,2.0,15551.0,0.00012860909266285126
8,2024,estudiante,Estudiante,Pitrufquén,Quepe,40.0,15551.0,0.002572181853257025
8,2024,estudiante,Estudiante,Pitrufquén,Temuco,401.0,15551.0,0.025786123078901678
8,2024,estudiante,Estudiante,Quepe,Freire,23.0,15551.0,0.0014790045656227896
8,2024,estudiante,Estudiante,Quepe,PLC,48.0,15551.0,0.00308661822390843
8,2024,estudiante,Estudiante,Quepe,Pillanlelbun,1.0,15551.0,6.430454633142563e-05
8,2024,estudiante,Estudiante,Quepe,Pitrufquén,3.0,15551.0,0.00019291363899427689
8,2024,estudiante,Estudiante,Quepe,Temuco,169.0,15551.0,0.010867468330010932
8,2024,estudiante,Estudiante,Quillem,L. Centro,17.0,15551.0,0.0010931772876342357
8,2024,estudiante,Estudiante,Quillem,Lautaro,13.0,15551.0,0.0008359591023085332
8,2024,estudiante,Estudiante,Quillem,PUA,2.0,15551.0,0.00012860909266285126
8,2024,estudiante,Estudiante,Quillem,Perquenco,7.0,15551.0,0.0004501318243199794
8,2024,estudiante,Estudiante,Quillem,Temuco,37.0,15551.0,0.0023792682142627485
8,2024,estudiante,Estudiante,Temuco,Cajon,15.0,15551.0,0.0009645681949713845
8,2024,estudiante,Estudiante,Temuco,Coleg. Claret,2683.0,15551.0,0.17252909780721498
8,2024,estudiante,Estudiante,Temuco,Freire,160.0,15551.0,0.0102887274130281
8,2024,estudiante,Estudiante,Temuco,L. Centro,555.0,15551.0,0.035689023213941226
8,2024,estudiante,Estudiante,Temuco,Lautaro,252.0,15551.0,0.016204745675519258
8,2024,estudiante,Estudiante,Temuco,PLC,33.0,15551.0,0.002122050028937046
8,2024,estudiante,Estudiante,Temuco,PUA,111.0,15551.0,0.007137804642788245
8,2024,estudiante,Estudiante,Temuco,Perquenco,489.0,15551.0,0.03144492315606713
8,2024,estudiante,Estudiante,Temuco,Pillanlelbun,217.0,15551.0,0.013954086553919363
8,2024,estudiante,Estudiante,Temuco,Pitrufquén,419.0,15551.0,0.02694360491286734
8,2024,estudiante,Estudiante,Temuco,Quepe,102.0,15551.0,0.006559063725805414
8,2024,estudiante,Estudiante,Temuco,Quillem,41.0,15551.0,0.002636486399588451
8,2024,estudiante,Estudiante,Temuco,Victoria,348.0,15551.0,0.02237798212333612
8,2024,estudiante,Estudiante,Victoria,Cajon,51.0,15551.0,0.003279531862902707
8,2024,estudiante,Estudiante,Victoria,L. Centro,65.0,15551.0,0.004179795511542666
8,2024,estudiante,Estudiante,Victoria,Lautaro,23.0,15551.0,0.0014790045656227896
8,2024,estudiante,Estudiante,Victoria,PUA,5.0,15551.0,0.00032152273165712814
8,2024,estudiante,Estudiante,Victoria,Perquenco,19.0,15551.0,0.001221786380297087
8,2024,estudiante,Estudiante,Victoria,Quillem,1.0,15551.0,6.430454633142563e-05
8,2024,estudiante,Estudiante,Victoria,Temuco,741.0,15551.0,0.047649668831586396
8,2024,estudiante_basica,Estudiante Básica,Cajon,L. Centro,6.0,14367.0,0.00041762372102735435
